suid,id,ref_ffvl,nom,sous_nom,cp,ville,site_type,site_sous_type,pratiques,lat,lon,alt,acces,trajet_parcking,trajet_attero_deco,handi,orientation.x,vent_favo,vent_defavo,conditions_ideales,balise,webcam,signaletique,description.x,restrictions,reg_aerienne,dangers,numero_cross,date_modification,latitude,longitude,altitude,geometry,coordinates,@id,name,free_flying:hanggliding,free_flying:paragliding,free_flying:site,leisure,sport,surface,type,website,landuse,note,access,ele,free_flying:official,free_flying:site_orientation,lit,network,operator,ref,source,free_flying:tandem,free_flying:network,natural,alt_name,wheelchair,building,building:levels,free_flying:retail,free_flying:school,club,phone,free_flying:rigid,area,aircraft,contact:website,source:date,free_flying:guest-guidelines,free_flying:no-flight-time,description.y,intermittent,inscription,fixme,crop,free_flying:ground_handling,name:en,free_flying,free_flying:orientation,free_flying:club,orientation.y,covered,fee,indoor,source:website,aeroway,mapillary,aircraft:type,aircraft:type2,length,width,abandoned:leisure,official_name,local_ref,free_flying:shop,shop,opening_hours:signed,description:it,operator:website,tourism,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,fixme2,board_type,check_date,information,communication:radio,frequency,height,man_made,tower:construction,tower:type,contact:webcam,display:digital,monitoring:weather,recording:automated,recording:remote,weather:anemometer,weather:thermometer,weather:wind_vane,amenity,email,fax,free_flying:repair,ref:FR:SIRET,contact:facebook
1056,11004,11D004A,ARGELIERS,ARGELIERS,11120,ARGELIERS,vol,Décollage,parapente;delta;0;0;0,43.3154,2.8844,209,NA,20,20,0,"SE,S",E;SE,N;NE;SO;O;NO,NA,NA,NA,1,"Très turbulent par vent d'Est. Attention, en période de vendanges, l'accès est très délicat. Attention lorsque les vignes sont en bourgeons. Les vols s'effectuent par régimes de brise de mer.
Zone d'activation des manoeuvres militaires.
L'activité cerf-volant n'est pas autorisé sur ce site.",NA,NA,"Très turbulent par vent d'Est. Attention, en période de vendanges, l'accès est très délicat. Attention lorsque les vignes sont en bourgeons. Les vols s'effectuent par régimes de brise de mer. Zone d'activation des manuvres militaires.",NA,2015-05-29 11:31:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1057,11004,11A004A,ARGELIERS,NA,11120,ARGELIERS,vol,Atterrissage,parapente;0;0;0;0,43.3133,2.8922,47,Respecter l'emplacement parking,0,20,1,"SE,S,SO",E;SE;S,N;NE;SO;O;NO,ESE,NA,NA,1,NA,NA,NA,Attention au gradient,NA,2016-05-29 10:51:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,67004,67D004A,BREITENBACH,Pelage Sud Ouest,67220,BREITENBACH,vol,Décollage,parapente;delta;0;0;0,48.383,7.2802,928,Cate IGN : 3717 OUEST,15,10,0,"E,S",S;SO,N;NE;E;SE;O;NO,Vent inférieur à 15 km/h,http://www.balisemeteo.com/balise.php?idBalise=74,NA,1,"Ne pas décoller par vent d'Ouest.
Zone d'atterrissage non visible.
Attention : Zone aérienne réglementée et l'altitude maximale autorisée est de 1350 mètres.
Lire le panneau site.",NA,Décollage sous la TMA 2.2 de Strasbourg.,Ne pas partir sur la droite du décollage si SO marqué.,NA,2020-03-24 12:23:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,67004,67D004B,BREITENBACH,Pelage Sud Est,67220,BREITENBACH,vol,Décollage,parapente;delta;0;0;0,48.3837,7.2829,946,Cate IGN : 3717 OUEST,15,0,0,O,E;SE;S,N;NE;SO;O;NO,SE,http://www.balisemeteo.com/balise.php?idBalise=74,http://www.grandvol.com/cmsms/index.php?page=breitenbach,1,"Site principal utilisé par l'école locale.
Attention : Zone aérienne réglementée et l'altitude maximale autorisée est de 1350 mètres..",Priorité aux élèves de l'école.,Site sous la TMA 2.2 de Strasbourg,"Atterrissage turbulent aux heures chaudes de la journée.
Approche atterrissage par le bas du terrain (côté village) et PTU recommandée. Lire et relire les panneaux du site.",NA,2020-03-24 12:25:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1060,67004,67A004B,BREITENBACH,Pelage Breitenbach,67220,BREITENBACH,vol,Atterrissage,parapente;delta;0;0;0,48.3668,7.2893,421,Cate IGN : 3717 OUEST,5,0,0,"E,O",NE;E;SE;S;SO;O,N;NO,Brise légère,http://www.balisemeteo.com/balise.php?idBalise=74,http://www.grandvol.com/cmsms/index.php?page=breitenbach,1,"Lire panneau de site.
Foins au printemps et à l'automne.
Posé en PTU obligatoire. Approche coté village.","Ne pas saccager les foins. 
Zone de pliage à respecter.",sous la TMA 2.2 de Strasbourg,"Terrain entouré d'arbres fruitiers.
Atterrissage turbulent aux heures chaudes de la journée.
Approche atterrissage par le bas du terrain (côté village) et PTU recommandée. Lire et relire les panneaux du site.",NA,2020-03-24 12:26:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1061,67005,67P005A,BREITENBACH,Pente école de Niedermatten,67220,BREITENBACH,vol,Plateforme de treuil,parapente;delta;0;0;0,48.3744,7.3078,485,Cate IGN : 3717 OUEST,5,0,0,"S,O",SE;S;SO;O,N;NE;E;NO,faible brise,http://www.balisemeteo.com/balise.php?idBalise=74,http://www.grandvol.com/cmsms/index.php?page=breitenbach,1,Attention : zone aérienne réglementée et l'altitude maximale autorisée est de 1350 mètres.,NA,sous la TMA 2.2 Strasbourg. Altitude max : 1350 m,"Attention par forte brise.
Si atterrissage, niveau bleu fortement recommandé.
Parfois présence de chevaux.",NA,2020-03-24 12:24:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1062,57003,57D003A,HOMMERT,HOMMERT,57870,HOMMERT,vol,Décollage,parapente,48.6667,7.1667,411,"Prendre le sommet du Hommert, laisser la voiture à l'entrée de la forêt et continuer à pied (15 minutes)",0,0,0,NE,NE;,NA,NA,NA,NA,NA,"Attention par vent fort, région boisée. Autorisation de voler uniquement à partir du vendredi 15 heures jusqu'au dimanche soir (base militaire de Phaslbourg)",NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1063,57003,57A003A,HOMMERT,NA,57850,DABO,vol,Atterrissage,parapente,48.65,7.2333,430,NA,0,0,0,NE,NE;,NA,NA,NA,NA,0,"Attention par vent fort, région boisée. Autorisation de voler uniquement à partir du vendredi 15 heures jusqu'au dimanche soir (base militaire de Phaslbourg)",NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,25018,25D018A,ROSEMONT,FORT DE ROSEMONT,25000,BESANCON,vol,Décollage,parapente,47.2217,6,450,"Carte IGN 3323 EST
Depuis Besançon centre ville (Chamars) prendre la direction de la Planoise par le pont Charles de Gaulle l'avenue Brûlard et le bd François Mitterrand. Arrivé au rond-point précédant les installations sportives de la Malcombe sortir à 90°à gauche, puis prendre immédiatement à droite le chemin de Montoille. L'atterrissage est tout de suite à droite, avant le terrain de tir à l'arc. L'accès au décollage visible à gauche se fait à pieds par un sentier à travers la colline.",0,0,0,SO,SO;,NA,NA,NA,NA,NA,"Le site est très sain et facile par vent d'Ouest à Sud. Cependant par vent de Sud, il faut se méfier des rouleaux dus à la côte située en face du décollage (côte d'Arguel) ; de même par vent de Sud Ouest des rouleaux apparaissent du fait de la colline de Planoise située en face.",NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,25018,25A018A,ROSEMONT,NA,25000,BESANCON,vol,Atterrissage,parapente,47.2233,5.99139,260,NA,0,0,0,O,O;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,31004,31D004A,DAÜSSE,DAÜSSE,31160,SOUEICH,vol,Décollage,parapente;delta,43.0479,0.791702,554,"TOP 25 - 1947 OT.
Accès par une piste en assez bon état.",0,0,0,"NE,NO",NE;NO;,NA,NA,NA,NA,NA,Vol turbulent par vent d'Ouest. Arbres en bas du décollage.,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,31004,31A004A,DAÜSSE,NA,31160,SOUEICH,vol,Atterrissage,parapente;delta,43.0501,0.786424,420,"TOP 25 - 1947 OT.
Accès par une piste en assez bon état.",0,0,0,"E,O",E;O;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,07009,07D009A,SAINT-DESIRAT,CHATELET,07340,SAINT DESIRAT,vol,Décollage,parapente;delta,45.2536,4.7967,307,"Prendre le chemin de Chatelet en face de la Désirade (Direction Saint-Désirat).

Stationnement:
un parking est a votre disposition en face de l'atterrissage.(panneau de signalisation)",20,20,0,"N,E,O",N;NE;E;NO,SE;S;SO;O,Nord est,https://holfuy.com/fr/weather/1119,NA,1,"Attention à ne pas voler sous le vent. 
Ligne électrique au Nord de l'atterrissage.",NA,NA,Gradient de vent assez fréquent a l'atterrissage.,NA,2020-03-26 14:08:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1071,07009,07A009A,SAINT DESIRAT,NA,07340,ST DESIRAT,vol,Atterrissage,parapente;delta;delta,45.2591,4.79465,136,NA,0,0,0,N,N;,NA,NA,NA,NA,NA,Ligne électrique au Nord de l'atterrissage.,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,73028,73D028A,REVARD,Belvédère du mont Revard,73100,PUGNY CHATENOD,vol,Décollage,parapente;delta,45.6832,5.9748,1491,"Décollage : D'Aix les Bains se rendre au sommet du Mont Revard. Parking devant la gare du téléphérique. Décollage 50 m au Nord à côté des relais - Atterrissages : 1) Le Topet Aixam, sur la route du Revard depuis Aix-les-Bains, dans la ligne droite en sortie de Mouxy repérer à gauche un champ proche de l'autoroute. 2) Veniper, sur la route du Revard après avoir passé le hameau de veniper, prendre à gauche le chemin des côtes et après 300m se garer sur le parking aménagé.",5,20,1,"O,NO",SO;O;NO,N;NE;E;SE;S,Régime de brise,http://balisesffvl73000.free.fr/,https://www.skaping.com/grandlac/revard,1,"Décollage en herbe, large, en pente progressive, accessible aux débutants et aux personnes à mobilité réduite depuis son réaménagement en 2012. Consulter les panneaux d'informations sur les usages du site. Respecter les riverains et les règles de vol.
Attention de bien prendre connaissance de la règlementation aérienne locale avant de voler : Aéroport de Chambéry/Aix-les-Bains, pas de vols en vallée!",NA,"La zone contrôlée (CTR) de l'aéroport de Chambéry est classée D donc interdite au vol libre. La limite de la CTR sur la partie nord suit à peu près le tracé de l'autoroute, donc il est interdit de s'écarter du relief au delà de l'autoroute de Grésy-sur-aix jusqu'à Mouxy et au delà de la première route sur la partie sud. Attention, TMA Chambery classée D le week-end en période de charters neige (du 15 décembre au 15 avril), ne pas dépasser 300 sol ou 1000 m mer. Consulter impérativement les panneaux d'informations au décollage.",L'aérologie peut être forte aux heures les plus chaudes de la journée. Présence de planeurs.,NA,2020-03-26 14:48:48,NA,NA,1491,Polygon,"5.59392,45.08955,5.5932604,45.0897955,5.593166,45.0892865,5.5940586,45.0891653,5.59392,45.08955",way/24192301,Décollage du Belvédère,NA,yes,takeoff,pitch,free_flying,NA,NA,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,73028,73A028A,REVARD,Atterrissage Trevignin,73100,TREVIGNIN,vol,Atterrissage,parapente;0;0;0;0,45.7008,5.9692,755,Carte IGN 3332 OT Top 25 E3E4 Sur la route d'Aix les Bains direction Le Revard (décollages des 4 vallées) navette payante Arret a proximité en juillet / Aout et l'hivers (ski).,0,0,0,"N,S",N;S;,NA,NA,NA,NA,NA,"Ligne HT en bordure. Gradient important les derniers mètres Terrain entouré d'arbres. Respect impératif des foins de mai à août. L'entrée sur le terrain est interdite aux personnes non-volants. Pliage dans la zone aménagée à côté du parking. Gonflage, pique nique et camping interdits.",NA,NA,Ligne HT en bordure. Gradient important les derniers mètres Terrain entouré d'arbres.,NA,2016-07-11 12:05:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1074,73028,73A028B,REVARD,Le Topet-Aixam,73100,MOUXY,vol,Atterrissage,parapente;delta;0;0;0,45.6917,5.9369,424,"Sur la route du Revard depuis Aix-les-Bains, dans la ligne droite après la sortie de Mouxy, repérer un champ sur la gauche à proximité de l'autoroute et de l'entreprise Aixam.",0,30,0,"N,S",N;S;,NA,NA,NA,NA,0,NA,NA,NA,Veiller à rester à l'est de l'autoroute pour ne pas pénétrer la CTR de Chambéry,NA,2016-07-11 12:06:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,12004,12A004B,MILLAU - PIC D'ANDAN,NA,12100,MILLAU,vol,Atterrissage,delta,44.1289,3.07306,600,"Carte IGN 2540 est. Aguessac.
A partir de Millau direction Cahors, D 911, passer devant la ferme La Borie Blanque et après la pente école Evasion la première route à droite direction Les Montels sur 1.5 Km. Parking au pied du site au départ de la piste. Sinon parking au sommet pour les véhicules qui peuvent gravir la côte. Au pied du site suivre le chemin à droite jusqu'au bout.",0,0,0,SE,SE;,NA,NA,NA,NA,NA,"En contre pente, légèrement sous le vent. Si le vent est fort aller se poser à St GERMAIN.",NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,12004,12A004C,MILLAU - PIC D'ANDAN,NA,12100,MILLAU,vol,Atterrissage,delta,44.1333,3.03056,648,"Carte IGN 2540 ouest.St Beauzely.
A partir de Millau direction Cahors, D 911, après le village de St Germain, la première à gauche direction Soulobres Station Météo. A la fourche, parking et terrains à droite.",0,0,0,S,S;,NA,NA,NA,NA,NA,Terrains pas vraiment définis.OFFICIEUX. Plier au bord.,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,42001,42A001B,Atterro Moulin du Bost/Jasserie,NA,42131,LA VALLA EN GIER,vol,Atterrissage,parapente;delta;0;0;0,45.3929,4.5514,847,Carte : 2933 Est St Chamond,0,0,0,NO,N;O;NO,NE;E;SE;S;SO,peu de vent météo,NA,NA,NA,"Etroit, bordé d'arbres, choisir un des prés sans bétails.",ne pas poser dans le champs lorsque le bétail y est,NA,"Atterrissage technique. Bordé d'arbres, terrain en dévers. Attention à ne pas être trop long, pas de pose possible passé le terrain.",NA,2020-03-24 05:31:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,01012,01D012A,MONT MYON,PRESSIAT,01370,PRESSIAT,vol,Décollage,parapente;delta,46.3307,5.3974,633,"Parking atterrissage: Du centre du village de Pressiat, suivez la D52 sur 400m vers le nord en direction du village de Chevignat, le parking est sur votre droite. Pour se rendre à l'atterrissage prenez la chicane et suivez le sentier.
Accès au décollage: Accès par le chemin sud. Du centre du village (place centrale) suivez le panneau ""Envol des parapente"". Chemin carrossable. Interdiction de stationner dans le chemin.. 
Accès par le chemin nord: Chemin non carrossable. Stationnez au col de ""plain champ"" puis monter à pied (20 min).",1,15,0,O,SO;O;NO,N;NE;E;SE;S,Ouest et nord/ouest - ciel de traine,http://www.balisemeteo.com/balise.php?idBalise=70,NA,1,"Voir les panneaux d'affichage à atterrissage et au décollage. 
","Roulez doucement sur le chemin qui monte au décollage. Interdiction de stationner le long du chemin. Parking obligatoire au sommet du Mt Myon. Soyez respectueux avec les randonneurs que vous croisez, levez le pied.
Plusieurs parking à disposition dans le village de Pressiat, soyez courtois avec les riverains.",Site situé sous la TMA de Lyon 4 (C). Altitude maximum 1980m. Attention à la proximité avec la R45 (RTBA).,Atterrissage en dévers et turbulent par vent de nord modéré.,NA,2021-01-13 08:36:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
